"Name","Kind","File","Line","RefCount","Risk"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2603","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2604","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2605","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2606","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2607","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2608","0","Critical"
"picomatch","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2609","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2611","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2612","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2616","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2617","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2618","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2619","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2620","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2621","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2622","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2624","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2625","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2629","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2630","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2631","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2632","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2633","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2634","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2638","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2639","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2640","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2641","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2644","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2645","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2646","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2647","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2648","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2649","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2654","0","Critical"
"resolve","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2655","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2657","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2658","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2660","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2661","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2665","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2666","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2667","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2668","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2669","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2670","0","Critical"
"iojs","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2671","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2672","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2676","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2677","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2678","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2679","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2680","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2681","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2684","0","Critical"
"rollup","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2685","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2687","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2688","0","Critical"
"npm","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2689","0","Critical"
"optionalDependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2691","0","Critical"
"fsevents","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2717","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2721","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2722","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2723","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2724","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2725","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2727","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2728","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2731","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2732","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2735","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2736","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2739","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2740","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2745","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2746","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2747","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2748","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2751","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2752","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2753","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2754","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2755","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2756","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2760","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2761","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2762","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2763","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2764","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2769","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2770","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2774","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2775","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2776","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2777","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2778","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2781","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2782","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2786","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2787","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2788","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2789","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2790","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2791","0","Critical"
"commander","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2793","0","Critical"
"mz","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2795","0","Critical"
"pirates","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2796","0","Critical"
"tinyglobby","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2797","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2800","0","Critical"
"sucrase","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2801","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2804","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2805","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2809","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2810","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2811","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2812","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2813","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2814","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2815","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2817","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2818","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2822","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2823","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2824","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2825","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2826","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2827","0","Critical"
"arg","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2829","0","Critical"
"chokidar","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2830","0","Critical"
"didyoumean","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2831","0","Critical"
"dlv","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2832","0","Critical"
"jiti","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2836","0","Critical"
"lilconfig","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2837","0","Critical"
"micromatch","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2838","0","Critical"
"picocolors","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2841","0","Critical"
"postcss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2842","0","Critical"
"resolve","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2848","0","Critical"
"sucrase","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2849","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2851","0","Critical"
"tailwind","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2852","0","Critical"
"tailwindcss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2853","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2855","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2856","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2860","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2861","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2862","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2863","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2864","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2865","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2870","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2871","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2872","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2873","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2874","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2875","0","Critical"
"thenify","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2876","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2878","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2879","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2883","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2884","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2885","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2886","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2887","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2888","0","Critical"
"fdir","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2889","0","Critical"
"picomatch","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2890","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2892","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2893","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2895","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2896","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2900","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2901","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2902","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2903","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2904","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2905","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2908","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2909","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2913","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2914","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2915","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2916","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2917","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2920","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2921","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2922","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2923","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2924","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2926","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2927","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2930","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2931","0","Critical"
"type","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2934","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2935","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2938","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2939","0","Critical"
"escalade","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2940","0","Critical"
"picocolors","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2941","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2943","0","Critical"
"peerDependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2946","0","Critical"
"browserslist","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2947","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2951","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2952","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2953","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2954","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2955","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2958","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2959","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2960","0","Critical"
"dev","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2961","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2962","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2963","0","Critical"
"esbuild","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2964","0","Critical"
"fdir","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2965","0","Critical"
"picomatch","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2966","0","Critical"
"postcss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2967","0","Critical"
"rollup","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2968","0","Critical"
"tinyglobby","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2969","0","Critical"
"bin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2971","0","Critical"
"vite","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2972","0","Critical"
"engines","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2974","0","Critical"
"node","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2975","0","Critical"
"funding","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2977","0","Critical"
"url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2978","0","Critical"
"optionalDependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2980","0","Critical"
"fsevents","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2981","0","Critical"
"peerDependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2983","0","Critical"
"jiti","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2985","0","Critical"
"less","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2986","0","Critical"
"lightningcss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2987","0","Critical"
"sass","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2988","0","Critical"
"stylus","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2990","0","Critical"
"sugarss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2991","0","Critical"
"terser","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2992","0","Critical"
"tsx","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2993","0","Critical"
"yaml","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2994","0","Critical"
"peerDependenciesMeta","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2996","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","2998","0","Critical"
"jiti","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3000","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3001","0","Critical"
"less","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3003","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3004","0","Critical"
"lightningcss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3006","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3007","0","Critical"
"sass","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3009","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3010","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3013","0","Critical"
"stylus","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3015","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3016","0","Critical"
"sugarss","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3018","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3019","0","Critical"
"terser","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3021","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3022","0","Critical"
"tsx","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3024","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3025","0","Critical"
"yaml","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3027","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3028","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3033","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3034","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3035","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3036","0","Critical"
"dependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3037","0","Critical"
"peerDependencies","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3044","0","Critical"
"typescript","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3045","0","Critical"
"peerDependenciesMeta","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3047","0","Critical"
"typescript","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3048","0","Critical"
"optional","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3049","0","Critical"
"version","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3054","0","Critical"
"resolved","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3055","0","Critical"
"integrity","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3056","0","Critical"
"license","json-key","C:\DoAnTotNghiep\V-Shield-2.0\View\package-lock.json","3057","0","Critical"
